30;3300.00;9.50;1371.00;big
31;4025.00;10.20;816.00;big
31;4012.00;10.60;906.00;big
32;1168.00;9.50;453.00;big
32;1196.00;9.50;146.00;big
33;348.00;9.50;1930.00;big
33;633.00;9.50;1954.00;big
34;1458.00;9.50;1066.00;big
34;1544.00;9.70;1006.00;big
35;1813.00;10.40;390.00;big
35;1820.00;9.95;250.00;big
36;2138.00;14.23;1954.00;big
36;2024.00;11.30;1989.00;big
37;3171.00;9.80;1634.00;big
37;3214.00;10.30;1689.00;big
38;3079.00;10.23;1542.00;big
38;3060.00;9.73;1582.00;big
39;3141.00;9.90;1534.00;big
39;3139.00;10.38;1584.00;big
40;3644.00;9.80;1677.00;big
40;3555.00;9.82;1652.00;big
41;2742.00;12.50;1365.00;big
41;2716.00;11.85;1321.00;big
42;2670.00;9.50;1407.00;big
42;2735.00;9.50;1437.00;big
43;2610.00;9.50;1665.00;big
43;2643.00;9.50;1526.00;big
44;2414.00;9.50;1852.00;big
44;2294.00;9.50;1931.00;big
45;2630.00;9.50;1876.00;big
45;2744.00;9.50;1983.00;big
46;3007.00;9.50;2026.00;big
46;3417.00;9.50;1975.00;big
47;2532.00;9.50;1241.00;big
47;2588.00;9.50;1347.00;big
48;2616.00;9.50;1172.00;big
48;2527.00;9.50;1047.00;big
49;2307.00;9.50;1671.00;big
49;2431.00;9.50;1506.00;big
50;2078.00;9.50;1765.00;big
50;1867.00;9.50;1978.00;big
51;2191.00;9.50;1473.00;big
51;2321.00;9.50;1332.00;big
52;1363.00;9.50;1299.00;big
52;1330.00;9.50;1194.00;big
53;1606.00;9.50;1175.00;big
53;1848.00;9.50;1095.00;big
54;1778.00;9.50;1570.00;big
54;1701.00;9.50;1492.00;big
55;1936.00;9.60;1699.00;big
55;1795.00;9.68;1661.00;big
56;2089.00;9.50;1303.00;big
56;2034.00;9.50;1461.00;big
57;1827.00;9.60;1412.00;big
57;1811.00;9.50;1263.00;big
58;2265.00;9.50;1153.00;big
58;2355.00;9.50;1038.00;big
59;2087.00;9.50;952.00;big
59;2001.00;9.50;1114.00;big
60;3782.00;9.50;509.00;big
60;3881.00;9.50;699.00;big
61;2296.00;9.50;872.00;big
61;2491.00;9.50;826.00;big
62;2843.00;9.50;655.00;big
62;2661.00;9.50;644.00;big
63;1815.00;9.50;128.00;big
63;1882.00;9.50;201.00;big
64;2087.00;9.50;128.00;big
64;2383.00;9.50;87.00;big
65;3047.00;9.50;78.00;big
65;3300.00;9.50;58.00;big
66;2433.00;9.50;538.00;big
66;2210.00;9.50;377.00;big
67;2853.00;9.50;100.00;big
67;2649.00;9.50;149.00;big
68;2874.00;9.50;1316.00;big
68;2795.00;9.50;1263.00;big
69;3319.00;11.05;1229.00;big
69;3185.00;9.50;1201.00;big
70;3599.00;9.50;1431.00;big
70;3618.00;9.50;1344.00;big
71;4264.00;9.50;570.00;big
71;4072.00;9.50;529.00;big
72;4348.00;9.50;738.00;big
72;4474.00;9.50;653.00;big
73;4412.00;9.50;798.00;big
73;4488.00;9.50;748.00;big
74;4117.00;9.50;288.00;big
74;4184.00;9.50;93.00;big
75;4596.00;9.50;899.00;big
75;4579.00;9.50;776.00;big
76;4817.00;9.50;1102.00;big
76;4763.00;9.50;1163.00;big
77;4725.00;9.50;1289.00;big
77;4712.00;9.50;1191.00;big
78;4871.00;9.50;789.00;big
78;4879.00;9.50;937.00;big
79;4862.00;9.50;1298.00;big
79;4984.00;9.50;1403.00;big
80;4689.00;9.50;798.00;big
80;4703.00;9.50;711.00;big
81;5132.00;9.50;377.00;big
81;5418.00;9.50;308.00;big
82;4959.00;9.50;401.00;big
82;4995.00;9.50;482.00;big
83;5438.00;9.50;485.00;big
83;5261.00;9.50;518.00;big
84;5019.00;9.50;739.00;big
84;5173.00;10.25;600.00;big
85;3617.00;9.50;169.00;big
85;3870.00;9.50;200.00;big
86;5251.00;9.50;123.00;big
86;5519.00;9.50;154.00;big
87;5144.00;9.50;1525.00;big
87;5071.00;9.50;1683.00;big
88;5500.00;9.50;1730.00;big
88;116.00;9.50;1877.00;big
89;901.00;9.50;1366.00;big
89;770.00;9.50;1502.00;big
90;5066.00;9.50;1344.00;big
90;4978.00;9.50;1209.00;big
91;4883.00;9.50;543.00;big
91;4824.00;9.50;499.00;big
92;4634.00;9.50;393.00;big
92;4734.00;9.50;449.00;big
93;4677.00;14.18;606.00;big
93;4773.00;9.50;618.00;big
94;5024.00;10.50;1059.00;big
94;5127.00;9.50;921.00;big
95;48.00;9.50;1185.00;big
95;5475.00;9.50;1177.00;big
96;11.00;9.50;1526.00;big
96;5448.00;9.50;1500.00;big
97;78.00;9.50;670.00;big
97;5452.00;10.38;746.00;big
98;4945.00;9.50;79.00;big
98;4744.00;9.50;68.00;big
99;4485.00;9.50;132.00;big
99;4461.00;9.50;416.00;big
100;3366.00;9.50;1062.00;big
100;3535.00;9.50;845.00;big
101;4141.00;9.50;779.00;big
101;4224.00;9.50;875.00;big
102;3605.00;9.50;498.00;big
102;3499.00;9.50;516.00;big
103;3457.00;9.50;353.00;big
103;3381.00;9.50;244.00;big
104;3849.00;9.50;963.00;big
104;3735.00;9.50;882.00;big
105;432.00;9.50;1007.00;big
105;272.00;9.50;1162.00;big
106;1284.00;9.50;1091.00;big
106;1093.00;9.50;1207.00;big
107;1500.00;9.50;994.00;big
107;1350.00;9.50;931.00;big
108;1610.00;9.50;494.00;big
108;1593.00;9.50;321.00;big
109;1528.00;9.50;597.00;big
109;1469.00;9.50;733.00;big
110;1228.00;9.50;700.00;big
110;1138.00;9.50;919.00;big
111;688.00;9.50;1135.00;big
111;892.00;9.50;1047.00;big
112;268.00;9.50;147.00;big
112;672.00;9.50;120.00;big
113;665.00;9.50;333.00;big
113;824.00;9.50;457.00;big
114;405.00;9.50;1781.00;big
114;558.00;9.50;1737.00;big
115;598.00;9.50;1399.00;big
115;598.00;9.50;1542.00;big
116;3571.00;14.32;1235.00;big
116;3702.00;12.07;1185.00;big
117;1532.00;10.68;1556.00;big
117;1627.00;12.32;1573.00;big
118;904.00;13.23;1616.00;big
118;924.00;11.70;1676.00;big
119;1504.00;9.80;1389.00;big
119;1390.00;10.30;1412.00;big
120;1254.00;11.20;1549.00;big
120;1348.00;11.75;1547.00;big
121;1667.00;9.50;1695.00;big
121;1749.00;11.68;1819.00;big
122;1201.00;10.90;1809.00;big
122;914.00;12.32;1781.00;big
123;1257.00;17.77;1182.00;big
123;1167.00;15.38;1254.00;big
124;1603.00;17.00;887.00;big
124;1702.00;14.05;1011.00;big
125;2068.00;11.93;527.00;big
125;2180.00;10.70;737.00;big
126;2893.00;11.98;1235.00;big
126;2817.00;14.00;1208.00;big
128;3313.00;11.35;1049.00;big
128;3288.00;9.75;1138.00;big
129;3418.00;14.43;1310.00;big
129;3287.00;13.63;1309.00;big
130;3279.10;9.80;1455.89;big
130;3233.00;10.20;1501.00;big
130;3312.81;9.80;1517.18;big
130;3409.70;10.50;1494.69;big
130;3356.53;9.70;1457.08;big
131;3216.00;10.53;1584.00;big
131;3274.00;9.80;1586.00;big
132;3313.00;10.30;1689.00;big
132;3325.00;9.50;1804.00;big
133;3477.00;9.90;1604.00;big
133;3415.00;10.50;1643.00;big
134;3489.00;14.80;1358.00;big
134;3540.00;10.65;1326.00;big
135;3439.00;9.73;1437.00;big
135;3516.00;11.80;1395.00;big
136;3777.00;9.70;1490.00;big
136;3984.00;10.00;1499.00;big
137;3621.00;9.60;1536.00;big
137;3543.00;10.55;1535.00;big
138;3720.00;15.48;1610.00;big
138;3726.00;12.00;1805.00;big
139;3242.00;13.85;227.00;big
139;3175.00;13.25;151.00;big
140;2671.00;10.50;998.00;big
140;2574.00;9.70;897.00;big
141;4238.00;10.00;1046.00;big
141;4167.00;10.30;1045.00;big
142;4377.00;9.80;894.00;big
142;4359.00;11.05;781.00;big
143;4642.00;13.07;1362.00;big
143;4617.00;9.70;1280.00;big
144;4460.00;11.05;1185.00;big
144;4460.00;13.03;1304.00;big
145;4358.00;20.40;1135.00;big
145;4317.00;21.00;1246.00;big
146;4206.00;21.80;1118.00;big
146;4120.00;21.52;1178.00;big
147;4343.00;12.05;1950.00;big
147;3989.00;10.32;1822.00;big
148;4841.00;10.70;1579.00;big
148;4931.00;10.45;1469.00;big
149;4453.00;11.90;1606.00;big
149;4685.00;12.00;1684.00;big
150;3585.00;10.53;1777.00;big
150;3642.00;9.70;1886.00;big
151;4247.00;11.10;1656.00;big
151;4105.00;10.63;1624.00;big
152;4310.00;14.95;1457.00;big
152;4518.00;12.55;1442.00;big
153;4027.00;14.98;1146.00;big
153;4078.00;10.00;1076.00;big
154;4991.00;12.10;1283.00;big
154;4882.00;11.28;1209.00;big
155;4730.00;10.25;1381.00;big
155;4822.00;11.30;1426.00;big
156;4854.00;10.40;341.00;big
156;5077.00;10.10;175.00;big
157;5566.00;11.55;162.00;big
157;5475.00;12.55;62.00;big
158;4561.00;11.10;526.00;big
158;4414.00;9.70;617.00;big
159;4630.00;10.43;702.00;big
159;4561.00;10.45;641.00;big
160;4748.00;10.78;777.00;big
160;4699.00;10.50;903.00;big
161;2466.00;9.80;1899.00;big
161;2508.00;11.35;1907.00;big
162;3884.00;18.85;1231.00;big
162;3812.00;13.85;1207.00;big
163;1775.00;9.80;903.00;big
163;1860.00;9.80;752.00;big
164;4610.00;9.70;1191.00;big
164;4651.00;11.15;1112.00;big
165;4540.00;10.48;1044.00;big
165;4413.00;14.32;1057.00;big
166;1525.00;9.50;1879.00;big
166;1485.00;9.50;1971.00;big
167;5093.00;10.75;526.00;big
167;4970.00;12.53;576.00;big
168;3036.00;9.50;1383.00;big
168;3093.00;9.50;1316.00;big
169;3023.00;12.38;1282.00;big
169;2950.00;12.55;1335.00;big
170;1463.00;9.50;1295.00;big
170;1601.00;9.50;1312.00;big
171;635.00;9.50;1849.00;big
171;829.00;9.50;1709.00;big
172;439.00;9.50;729.00;big
172;273.00;9.50;695.00;big
173;2930.00;9.50;1608.00;big
173;2901.00;9.50;1649.00;big
174;2882.00;9.50;1747.00;big
174;2955.00;9.50;1921.00;big
175;660.00;9.50;714.00;big
175;892.00;9.50;737.00;big
176;348.00;9.50;1427.00;big
176;113.00;9.50;1525.00;big
177;5193.00;9.50;1184.00;big
177;5242.00;9.50;1357.00;big
178;5592.00;9.50;372.00;big
178;109.00;9.98;430.00;big
179;329.00;9.50;445.00;big
179;461.00;11.63;366.00;big
180;5594.00;9.50;947.00;big
180;129.00;9.50;868.00;big
182;3066.00;11.00;816.00;big
182;2938.00;10.73;790.00;big
183;2654.00;13.98;1119.00;big
183;2731.00;15.00;1212.00;big
184;3482.00;9.80;1213.00;big
184;3379.00;12.28;1190.00;big
185;3544.00;10.28;389.00;big
185;3510.00;11.90;308.00;big
186;3284.00;11.20;813.00;big
186;3310.00;10.48;942.00;big
187;3144.00;9.80;1161.00;big
187;3032.00;12.98;1163.00;big
188;3979.00;15.70;1210.00;big
188;4027.00;21.38;1228.00;big
189;4804.00;12.10;1260.00;big
189;4784.00;13.80;1327.00;big
190;5296.00;11.90;1842.00;big
190;4877.00;10.50;1825.00;big
191;3780.00;10.05;1280.00;big
191;3693.00;9.82;1315.00;big
192;4414.00;9.85;677.00;big
192;4399.00;10.38;722.00;big
193;1725.00;10.10;1650.00;big
193;1681.00;10.00;1591.00;big
194;3934.00;9.90;1175.00;big
194;3861.00;11.28;1093.00;big
195;3949.00;9.68;997.00;big
195;3983.00;12.73;1069.00;big
196;4051.00;12.63;1302.00;big
196;4189.00;13.65;1384.00;big
197;4296.00;9.98;1009.00;big
197;4314.00;10.75;929.00;big
198;2616.00;10.07;797.00;big
198;2800.00;10.40;802.00;big
199;2687.00;10.98;863.00;big
199;2775.00;10.20;931.00;big
200;3356.00;14.23;660.00;big
200;3362.00;12.32;558.00;big
201;3068.00;13.55;317.00;big
201;3070.00;13.80;238.00;big
202;1975.00;9.80;942.00;big
202;1894.00;9.78;953.00;big
203;1674.00;14.93;660.00;big
203;1629.00;9.95;769.00;big
204;3837.00;11.55;1322.00;big
204;3725.00;9.65;1389.00;big
205;3913.00;19.35;1305.00;big
205;3994.00;14.68;1354.00;big
206;2952.00;10.28;1648.00;big
206;2992.00;9.70;1631.00;big
207;3095.00;9.90;1487.00;big
207;3136.00;10.07;1490.00;big
208;3345.00;10.50;294.00;big
208;3385.00;11.00;419.00;big
209;1126.00;14.60;1624.00;big
209;1031.00;16.30;1664.00;big
210;1072.00;15.48;1472.00;big
210;1164.00;17.63;1499.00;big
211;1559.00;10.70;1474.00;big
211;1470.00;11.35;1484.00;big
212;1256.00;10.53;1445.00;big
212;1293.00;10.40;1368.00;big
213;1225.00;11.25;1643.00;big
213;1325.00;10.50;1656.00;big
214;1151.00;10.55;2000.00;big
214;843.00;14.38;2013.00;big
215;2993.00;11.28;1483.00;big
215;2980.00;11.60;1515.00;big
216;3222.00;13.45;1436.00;big
216;3164.00;12.15;1438.00;big
217;4753.00;9.50;1081.00;big
217;4692.00;14.38;1031.00;big
218;1992.00;9.50;1553.00;big
218;1868.00;9.50;1583.00;big
219;4464.00;9.82;855.00;big
219;4435.00;12.10;973.00;big
220;1563.00;9.70;1632.00;big
220;1425.00;9.50;1734.00;big
221;2678.00;9.98;1297.00;big
221;2684.00;14.00;1354.00;big
222;2722.00;9.95;1278.00;big
222;2768.00;13.07;1296.00;big
223;2791.00;14.23;1325.00;big
223;2818.00;11.28;1359.00;big
224;2777.00;9.70;1476.00;big
224;2796.00;10.10;1429.00;big
225;3399.00;10.00;1547.00;big
225;3334.00;10.00;1602.00;big
226;3405.00;10.50;1772.00;big
226;3480.00;10.48;1729.00;big
227;3533.00;9.85;1452.00;big
227;3485.00;9.88;1499.00;big
228;3721.00;9.50;1049.00;big
228;3609.00;9.50;1085.00;big
229;2960.00;9.50;190.00;big
229;2961.00;9.50;287.00;big
230;2919.00;9.50;396.00;big
230;2949.00;9.50;503.00;big
231;2780.00;9.50;377.00;big
231;2620.00;9.50;476.00;big
232;1536.00;9.50;118.00;big
232;1687.00;9.50;64.00;big
233;1936.00;9.95;316.00;big
233;1962.00;10.55;383.00;big
234;1880.00;9.50;21.00;big
234;1895.00;9.50;76.00;big
235;4119.00;14.00;976.00;big
235;4043.00;10.10;995.00;big
236;3584.00;9.50;645.00;big
236;3663.00;9.50;775.00;big
237;2961.00;10.70;918.00;big
237;2861.00;11.15;864.00;big
238;2946.00;9.70;1204.00;big
238;2956.00;13.18;1244.00;big
239;1434.00;10.53;1543.00;big
239;1465.00;10.70;1620.00;big
240;1380.00;15.82;1115.00;big
240;1426.00;9.70;1183.00;big
242;1084.00;10.75;1354.00;big
242;1235.00;13.43;1290.00;big
243;1762.00;17.88;590.00;big
243;1884.00;10.45;516.00;big
244;3070.00;12.40;504.00;big
244;3033.00;13.23;416.00;big
245;3236.00;12.23;355.00;big
245;3267.00;12.70;476.00;big
246;1535.00;9.50;880.00;big
246;1428.00;9.50;866.00;big
247;959.00;13.10;1463.00;big
247;904.00;9.70;1535.00;big
248;1704.00;12.10;142.00;big
248;1712.00;11.63;433.00;big
249;3124.00;10.55;1409.00;big
249;3131.00;14.10;1359.00;big
